Country Name,Year,GDP,Inflation,Unemployment,LifeExp,Education,GovSpending,Investment,Trade,PopGrowth
Ghana,2019,6.5077747939152,7.14364003330857,3.067,64.455,17.3607250095097,2.00780519953703,18.6472756161472,37.4495998625311,7.04320381025923
Greece,2019,2.27718065334808,0.253007522038059,17.045,81.6390243902439,143.96272277832,-0.105339392724138,12.0996603246177,39.5602885530263,19.9791204523634
Guatemala,2019,4.01789785040324,3.69998398008605,2.193,71.639,22.559501429793,1.52062955252943,14.3298340372808,17.6119727745274,11.1070027458915
"Hong Kong SAR, China",2019,-1.6724459934221,2.88320853773996,2.917,85.1558536585366,83.8542119335773,0.739283471323064,18.189947213062,177.651315174364,10.8764361048878
Honduras,2019,2.55963434592314,4.36587159819267,5.698,72.124,25.3231382609304,1.81063773761993,22.9676941165281,40.2189637388964,13.879034545863
Croatia,2019,3.10152683894853,0.771820346498019,6.551,78.2243902439024,74.0501174926758,-0.992302961069294,21.9665426156852,50.4918641373337,21.6961954688798
Hungary,2019,5.07718495088933,3.33858635382008,3.411,76.3195121951219,54.2122917175293,-0.125143121699401,28.6983472177676,81.065700696964,19.9741487864456
Indonesia,2019,5.01928768046282,3.03058460941661,3.59,70.349,37.3230862728703,0.935604959235128,33.7801423773995,18.5915277970883,8.80847129067065
India,2019,3.87143694070356,3.72950573539129,6.51,70.746,29.0233593907143,1.04001395098104,30.0961975685688,18.664264897257,11.0026755133718
Ireland,2019,4.97288003766816,0.937842961189274,4.95,82.7024390243903,74.444580078125,1.58865409604595,53.7020817171995,131.224509342169,11.8119798486019
"Iran, Islamic Rep.",2019,-2.36143538770575,39.9073455697784,10.74,76.855,58.1169509887695,1.07831720901251,40.2029489850244,22.3147082096412,14.8711446390003
Iceland,2019,1.13821230465001,3.01397179156053,3.507,83.1634146341463,70.6093521118164,2.19893225826166,20.2034835852927,44.7138622775299,24.2878846398556
Israel,2019,3.71049632750405,0.817645940292794,3.731,82.8048780487805,57.4564514160156,1.90898263957994,23.8648600543139,28.9810422486608,22.1367419361983
Italy,2019,0.429162533780342,0.611246943765304,9.884,83.4975609756098,65.6895065307617,-0.700011055973408,18.3641315277239,30.9498739181942,18.5421071991348
Jordan,2019,1.75124077866225,0.761514047265601,16.801,76.865,30.1108403894558,1.98343822476301,21.4133341743379,36.3349404358171,16.3717377599542
Japan,2019,-0.402169200894946,0.46877615938395,2.351,84.3563414634146,62.4008407592773,-0.140464977878172,25.7896961306359,17.4635264275221,19.9451059201578
Kazakhstan,2019,4.50000000091883,5.33356098916669,4.8,73.658,57.3421123781351,1.45157995956237,27.6275749485747,36.4389870990994,9.13216157597614
Kenya,2019,5.11415885767801,5.23963795764792,5.014,62.939,10.4975595474243,1.96381549826771,19.3418324204191,11.4279956869332,12.1707972873275
Kyrgyz Republic,2019,4.60062565707598,1.13362257718804,5.45,71.6,40.8257000638543,2.24236415055009,34.4462636342397,33.4764696600324,15.700980649991
Cambodia,2019,7.93695013588524,1.94257500833107,0.119,70.127,12.9409846754696,1.26258301009769,31.3945541935104,55.4468679729119,4.8093386379996
"Korea, Rep.",2019,2.31380210595475,0.383000303608136,3.746,83.2268292682927,93.9989166259766,0.347874968577526,31.1955884616555,37.0413266370488,16.06298714056
Kuwait,2019,2.26381706595791,1.09184802655856,2.213,81.969756097561,50.4400595299189,2.71071332448015,23.0019978533703,52.0582560763879,24.4026499843359
Lebanon,2019,-6.91492472851026,3.00538949390383,11.301,78.208,50.1483937104215,-3.21837128976045,12.3224742609761,20.6977589567577,15.6297834775773
Sri Lanka,2019,-0.220483886831275,3.52839358231811,4.67,76.698,19.4563160693078,0.611875945764341,34.1087160599303,21.8235309247363,8.97254856440914
Lithuania,2019,4.67735183530451,2.33450937988027,6.255,76.2829268292683,75.0942306518555,-0.288120400605037,19.5803862338798,76.8187229886379,16.7959480603607
Luxembourg,2019,2.74931929072659,1.74332075653848,5.592,82.6390243902439,19.3969497680664,1.9628449198635,18.653116084379,206.580145839872,17.2435453447671
Latvia,2019,0.675372771884227,2.81140920075624,6.312,75.3878048780488,94.8645324707031,-0.695239140136066,23.3384745378809,62.5368430163073,19.8089011462475
"Macao SAR, China",2019,-2.4609094006739,2.75193081051975,1.73,83.9292682926829,80.0911214953271,1.96865626033754,14.1724783202989,82.646781315937,10.2159750855141
Morocco,2019,2.89097476137077,0.303386036590383,9.191,74.245,37.7212021382481,1.03022315933698,30.594933523466,34.093057468891,18.1789365690301
Moldova,2019,3.5523140853476,4.83778351428728,1.502,70.181,54.7812048030675,-1.60031653578231,25.1036618823408,31.1910849579769,15.2110207292095
Madagascar,2019,4.41123212909589,5.61051441492365,2.479,63.504,5.28586006164551,2.60136633480103,22.6840481290776,28.4244012431975,15.1061191330375
Maldives,2019,6.92305989050099,0.220029731065383,4.562,79.707,24.6480059688561,3.04593554452725,43.161162875967,65.5134179400092,16.5770131482612
Mexico,2019,-0.392690505066824,3.63596142127046,3.477,74.53,43.0441398620605,0.950144329831411,22.1485426373991,38.5296507920009,11.1079031013032
North Macedonia,2019,3.91041953840173,0.766439573459805,17.414,76.6024390243903,43.1991004943848,-0.679308688552216,34.2601160992835,62.4080567878813,13.9974562678743
Malta,2019,4.08505582134097,1.6420600176894,4.08,82.6585365853659,58.4985084533691,4.05171762437788,20.9696312129439,124.520039894382,16.8902824316435
Montenegro,2019,4.39391565821528,0.361563704540767,15.128,76.6829268292683,56.2633209228516,0.0502716675485305,30.9122493495261,44.3238379207013,18.7637676616963
Mongolia,2019,5.60224422064255,7.30106953550729,9.024,71.0531707317073,67.970817565918,1.8371507310985,35.591845156927,59.2172331806539,13.1079648639038
Mauritania,2019,3.14100489306969,2.30009262117937,10.416,67.64,5.88823986461851,2.95347297852629,40.0113579283691,42.3975240406607,13.295473572103
Mauritius,2019,2.89128499346516,0.405655190309553,6.331,74.2358536585366,42.9878710798151,0.0322330642925213,19.1587201983377,60.3459360407147,14.5392459934016
Malaysia,2019,4.41318742129586,0.662891865764326,3.33,75.9,40.8082966813944,1.59646653343981,21.0482403944815,65.2777668428576,11.653100184343
Namibia,2019,-0.839152163419357,3.72239414422695,19.929,63.546,25.8966511201824,2.79932223646079,15.3291127102813,36.4008818615818,25.5542319178444
Niger,2019,5.93985257123522,-2.48979265070855,0.531,60.031,4.15170730347346,3.36654855482346,30.6723209374769,10.7593769160532,15.6551048903491
Norway,2019,1.12374694968757,2.16773003305411,3.684,82.9585365853659,85.7633819580078,0.675061373245644,29.611444403947,36.640925320627,24.1035080681146
Nepal,2019,6.65705543110467,5.56616035243723,10.477,69.299,13.8072821953912,1.18377302604311,41.3787409108185,7.7799364745157,8.11709521231421
New Zealand,2019,2.31747144034802,1.61963190184048,4.109,82.0560975609756,77.5843734741211,1.41225538599445,23.7676954815243,27.3298341875002,18.852086342506
Oman,2019,-1.12863801728058,0.490815362820671,2.045,79.946,45.1723183863131,-0.144431732263903,26.8649178662351,49.4929030047786,23.1085016273177
Pakistan,2019,2.49763692943365,10.5780305672025,4.83,66.729,11.103638528678,1.69187124669657,15.4996449690024,9.3908635386027,10.7497525398245
Philippines,2019,6.11852566221303,2.39206534422404,2.237,69.68,30.0548680110365,1.21615534645287,26.4018084647284,28.3829200126393,12.4677544303537
Poland,2019,4.58045817256199,2.22747880938291,3.267,77.9048780487805,70.9065017700195,-0.0244271070993493,20.7076794491101,52.6128934811742,17.8183081676231
Portugal,2019,2.74568432648596,0.338178410046034,6.422,81.6756097560976,66.0920562744141,0.0237334946497115,18.76826598288,43.6531259432991,16.9881438936785
West Bank and Gaza,2019,1.36268746558062,1.58018333639455,25.34,75.811,45.6330464687168,2.51178246264674,26.8012957072402,15.5210552426533,20.660110310211
Qatar,2019,0.688255893930972,-0.666641124861147,0.1,82.945,21.0931416049405,2.21962210028933,43.7353659391394,52.1888123216489,18.4635724588468
Romania,2019,3.96028958497598,3.82785432599438,3.912,75.6073170731707,52.4439697265625,-0.526814821936341,24.4073793139433,40.3352034270657,17.5583336108956
Russian Federation,2019,2.19807571335009,4.47202631837903,4.513,73.0839024390244,80.9520697471091,0.037947213753429,22.6615137722235,28.4334306799759,18.1013664111203
Rwanda,2019,9.44738518613097,3.34787655037648,11.236,66.691,6.3142892660234,2.28086099658628,27.0287152007204,21.8254435390056,15.8165587890012
Saudi Arabia,2019,1.65158925617395,-1.19298644533328,5.636,78.313,77.9664942011008,-0.439701419074031,25.5522842268021,32.159204977113,22.6767882524964
Senegal,2019,4.61362809749708,1.76011151192939,2.863,67.668,12.60825139125,2.71760793051867,31.9656603434826,24.9831341973865,14.0076479696607
Singapore,2019,1.30804118153127,0.567829988405447,3.1,83.5951219512195,91.0889904414776,1.14428330688929,24.5014074011136,176.891299992751,10.2740281293141
El Salvador,2019,2.43747159065784,0.0753241350024612,4.17,71.725,28.5178063545936,0.0403628806830014,18.3447949008115,29.9559096080003,16.0320209633966
Serbia,2019,4.75020793899014,1.84922984511086,10.395,75.9365853658537,67.7898406982422,-0.536610017822353,24.9266250234247,48.9609956559925,18.3652144119898
Slovak Republic,2019,2.27589910019393,2.66456133425431,5.761,77.6658536585366,48.1902389526367,0.135328072840865,24.0619105210669,91.8440865121276,19.5594607255757
Slovenia,2019,3.50525332381912,1.63052260754344,4.446,81.5292682926829,76.4720077514648,0.696304046333357,20.8345240702316,84.3570583498527,18.4696011878283
Sweden,2019,2.60823012869524,1.78415097403835,6.833,83.109756097561,75.1148529052734,1.01372226345511,24.4772455073125,48.2886583812982,25.8980495807728
Togo,2019,4.92283321360694,0.674652770077525,2.036,61.061,13.1551472123617,2.44351209316794,18.6016944291693,23.9077019130487,13.2456024093298
Thailand,2019,2.11455779628278,0.706728601314311,0.716,77.197,44.9880040072053,0.204609851692418,23.8147525746375,59.5188906218859,16.1693520358071
Tunisia,2019,1.55009304966742,6.72007532863799,17.153,75.599,31.4410896301269,0.926946081730267,19.803398083912,45.9503306922947,18.816485090181
Turkiye,2019,1.30162365464503,15.1768215720022,13.73,77.737,117.005470275879,1.42969688109789,27.5058303832163,33.0298811646869,15.2428471146395
Tanzania,2019,5.79999999996723,3.46428057999021,1.735,66.007,2.85588898826608,2.98060939385811,39.7264057276571,16.0367461484986,7.78241227923226
Ukraine,2019,3.19950386354134,7.88671745611133,8.194,73.92,84.48135621115,-0.557746010589576,14.8903574828309,41.2316912560049,18.7805334308224
Uruguay,2019,0.928351141267498,7.88198870879619,8.836,77.503,61.9644279466795,0.0786838170441181,14.1208503918774,27.9053695836796,17.2836793288606
United States,2019,2.58382533412825,1.81221007526021,3.669,78.7878048780488,87.8887100219727,0.515108555014533,21.8309630674538,11.8768712235892,14.1009184202812
Uzbekistan,2019,6.77992399655236,14.5257359560687,4.936,72.093,13.0316667432446,1.80974442927918,39.1565362701328,25.3501332976894,14.4693873139304
Viet Nam,2019,7.35926270105006,2.7958236745225,1.681,74.211,30.2241191864014,0.968366698803348,31.9799606565797,85.1575874073411,9.5788363682709
Samoa,2019,4.45185891688691,0.982326569888117,7.858,70.269,13.5792119039657,1.05329202031498,33.6506488929242,35.0333318895078,13.7720334091913
South Africa,2019,0.25993557687633,4.10285075461156,28.468,66.071,22.2442465104023,1.64957495527878,15.8207933783179,27.2021294051151,19.5800800398681
Africa Eastern and Southern,2020,-2.81757208724623,5.19162942092851,7.97430164130982,63.7664840026943,8.71187019348145,2.69951609745311,19.6988732723162,22.3221059306736,15.7826555852921
Afghanistan,2020,-2.35110067203466,5.60188791482224,11.71,61.454,10.85435962677,3.15360920291972,11.5,10.4208171386207,22.1092193573017
Albania,2020,-3.31375636888916,1.6208866171702,11.639,77.824,61.5853024328899,-1.54315589345436,26.2183472454095,22.5407585558933,13.6673304618118
United Arab Emirates,2020,-8.69342617885171,-2.07940317940943,4.294,81.936,54.9746998074699,-0.474850154644905,22.8266562576,98.0724675358339,14.8528181861846
Argentina,2020,-9.9004848136464,42.0150947376509,11.461,75.878,99.3697348717996,0.484665636741261,14.4151557410245,16.6054144372484,16.8730073837365
Armenia,2020,-7.19999999920631,1.21143577838464,18.175,73.3756097560976,52.3331534448642,-0.0337609726366775,19.663832943599,30.0766482474182,14.9686182373692
Australia,2020,-0.133531904304775,0.846900734607273,6.394,83.2,110.139221191406,1.23342825131378,22.3449300806534,23.9380373915413,21.8138607927779
Austria,2020,-6.31825509209936,1.38191063351853,5.201,81.1926829268293,88.7071990966797,0.415176731565556,25.6530737541266,51.6630899700616,21.1529340170726
Azerbaijan,2020,-4.19896065333343,2.75980947008127,7.24,70.312,36.3854742250215,0.684365325388407,23.6659543305763,35.6235558660257,16.2189420775689
Belgium,2020,-4.7929839083518,0.740791812220343,5.545,80.6951219512195,79.4996032714844,0.430996815099722,24.068567845367,79.1968705613294,24.3008045914304
Benin,2020,3.84879240030133,3.02272119663759,1.518,60.154,10.3808002471924,2.66259875153288,25.6338435081567,19.8724704276524,11.3993621464496
Burkina Faso,2020,2.01077262406221,1.88470066518847,4.59,60.454,7.64277062242324,2.43522959287393,17.1615174265995,31.7768656908663,19.7841401519952
Bangladesh,2020,3.44801755122445,5.69107474746211,5.539,71.421,22.6923019564501,0.836310836229073,31.3079413414304,10.4427880616037,5.97120729189186
Bulgaria,2020,-3.13323303076419,1.67244096855756,5.037,73.3560975609756,85.5331115722656,-1.00293821352921,20.1519208043409,56.4751229374987,19.3251141847366
Bahrain,2020,-5.9113629524152,-2.31770629331378,1.765,78.683,54.4077922369055,-0.781611308056263,37.2956671453326,70.4544358235096,16.5555426921807
Bosnia and Herzegovina,2020,-3.01509335460439,-1.05129600763489,15.868,76.04,43.8039207458496,-1.39008469041609,23.4676997821764,34.5918555020937,20.7503447462277
Belarus,2020,-0.672742918585868,5.5481435745651,4.049,72.1385609756098,79.900160036935,-0.42347525027949,27.4548359346196,61.0120971835577,16.9649774780792
Belize,2020,-13.5228997055506,0.121434644614893,10.763,71.58,25.9421694120047,1.28323598131052,18.4434323395975,37.6373221387979,17.2815933847204
Brazil,2020,-3.27675879612903,3.21176803803376,13.697,74.506,55.529109954834,0.579350709708032,16.1158206044059,16.4535520099709,20.1351530146558
Brunei Darussalam,2020,1.1335733495246,1.94031996607183,7.409,75.114,27.4692556634304,1.06148281648515,40.5878302733583,57.3561114159878,25.4309862541788
Bhutan,2020,-10.2183974208569,5.62936522632507,5.03,72.253,16.8650740250552,0.675256502719854,39.0705723574357,28.0656355144502,22.3153543493509
Botswana,2020,-8.72888243996397,1.8903591682421,21.017,67.643,22.4017870513653,1.4394103578493,32.7272598389392,31.2903662852227,36.1431463788663
Canada,2020,-5.03823343468899,0.716999632307827,9.657,81.53,75.2389068603516,1.08436897113225,22.6747176119532,29.4736472349344,22.7011077555498
Switzerland,2020,-2.14173712008038,-0.725874933313402,4.817,83.0,68.0676422119141,0.730676195047382,29.5787498388343,64.0955571587348,12.1264545910032
Chile,2020,-6.14347479224092,3.04549084804326,10.934,79.349,89.1124877929688,0.896491953505063,21.0582071011998,31.3303902428612,16.0263618695537
China,2020,2.34018843078414,2.41942189457782,5.0,78.019,61.6124675996947,0.238040870229883,42.5723735094229,18.2035821684822,17.6037978191606
Cote d'Ivoire,2020,0.699728593494228,2.41252617189052,2.588,60.14,10.2664091345849,2.53019803537112,21.7428934104601,20.9934684842997,11.3216044456757
Cameroon,2020,0.259932915907115,2.43760882182236,3.881,61.674,15.5519566247682,2.7244863481235,17.6605439792144,15.2357369814791,12.2819316968054
Colombia,2020,-7.18591413760859,2.52663500084706,15.983,74.757,55.7331085205078,1.43632167326968,19.1281469366662,13.5222755593302,17.15883586003
Cyprus,2020,-3.22063018637567,-0.638422797978958,7.755,81.23,102.390762329102,1.20329712567783,20.6447561187859,79.647252717685,19.2034035770133
Czechia,2020,-5.30487955463876,3.1612952849781,2.55,78.2268292682927,67.1843719482422,0.243222682211879,24.7302051809802,67.7609732344735,21.3198902324822
Germany,2020,-4.13191443239947,0.144877925813981,3.881,81.0414634146342,72.3894195556641,0.0816931586494595,21.7290304632077,39.1198068808828,21.7243937497102
Denmark,2020,-1.78010601831291,0.420711974110024,5.644,81.6024390243903,82.6643295288086,0.291641177476633,22.7626532555055,55.0368973244514,24.6799875258246
Dominican Republic,2020,-7.92905234231061,3.78103179915516,6.126,72.636,58.7264105314523,1.04334076460591,24.879515915457,18.7972072415048,12.0062907437446
Algeria,2020,-4.99999999908597,2.41513094083413,14.08,73.257,53.3752192208988,1.71191216459393,42.9493576825015,15.5352011116191,19.8031597171656
Ecuador,2020,-9.24509619165865,-0.338872392562139,6.116,72.004,56.9066311483682,1.18125258230486,17.5849129748726,23.2835621642424,16.3225877996763
"Egypt, Arab Rep.",2020,3.55016483786838,5.04493288977538,7.974,69.79,38.773998260498,1.62495386951696,18.8180606572831,12.4727757370868,7.5399018301206
Spain,2020,-10.9400706350371,-0.322753017299739,15.532,82.2317073170732,91.59912109375,0.510010189620998,20.6266482703898,30.4810248544563,21.8157054375876
Estonia,2020,-2.88380751483778,-0.444531097679829,6.956,78.5951219512195,72.0443572998047,0.197559185177642,29.6538687688692,68.1545534058676,20.5086892203171
Finland,2020,-2.49103605535707,0.290554555653239,7.759,81.9317073170732,96.4726333618164,0.143641197212847,24.9836073895773,36.2143434283611,24.4205476612504
France,2020,-7.44064589948231,0.476498852725065,8.009,82.1756097560976,68.8709411621094,0.324557781035362,22.8044182138435,28.5572228192655,24.8398357365701
United Kingdom,2020,-10.047896637362,0.989486703772491,4.472,80.331756097561,69.4076614379883,0.169447088341033,18.2807146353402,29.9486520576829,22.3849730788057
Georgia,2020,-6.2904717853839,5.2024648897534,11.734,73.509,71.8064531290391,0.0686562494680967,24.6056865974412,36.9003241679889,14.6114698025668
Ghana,2020,0.513941670628171,9.88728956269944,3.178,64.309,18.6139938594155,1.99181985149439,18.2236669857819,31.5254204867115,7.83341015600264
Greece,2020,-9.19623149726978,-1.24798355581405,15.899,81.2878048780488,143.693344116211,-0.214592106571664,13.5410023084822,31.4504324884115,22.7274940590434
"Hong Kong SAR, China",2020,-6.54480412699255,0.2509620210808,5.808,85.4963414634146,89.9479038224414,-0.358932661902885,18.9818868649406,176.304482446886,12.7458289934984
Croatia,2020,-8.31086401501189,0.154811374562106,7.389,77.5243902439024,74.738037109375,-0.894863743984583,23.5443662718786,41.2803181137203,24.8876066017549
Hungary,2020,-4.33872540024058,3.32674385766738,4.248,75.419512195122,56.6071815490723,-0.252049642963059,27.4644940725212,78.0879317443048,21.1998844610097
Indonesia,2020,-2.06551182934165,1.91983527270793,4.255,68.817,38.1650601406923,0.849801187379341,32.3434120537481,17.3311682848923,9.65575053126545
India,2020,-5.77772470686801,6.62343677628535,7.859,70.156,29.8196397708424,0.973438646910149,28.9223840080659,18.6824769296756,11.6124524106018
Ireland,2020,7.15369505735335,-0.326183651280033,5.623,82.4560975609756,74.1961975097656,1.26378913010119,42.5912041670915,139.811889906845,12.6225400090635
"Iran, Islamic Rep.",2020,4.44180865358672,30.5941390387295,9.687,74.141,55.6366691589355,0.768757498195729,47.9209340647566,18.3903748639131,13.701007548158
Iceland,2020,-6.64587816297836,2.84792401518665,5.478,83.0634146341463,74.5906066894531,1.6230862512591,21.046340093825,34.1387322744214,27.5550125083192
Israel,2020,-2.02161548237589,-0.575254620897756,4.169,82.6487804878049,57.633861541748,1.76367939210866,24.6898161307496,27.1722994385229,23.3727199721885
Italy,2020,-8.86822122185345,-0.13770757391651,9.192,82.1951219512195,68.7231063842773,-0.487095091717782,17.8986868297166,28.7258551870199,20.5680570300128
Jordan,2020,-1.10275188309046,0.333294350628378,19.213,75.583,30.2879665605319,1.79543228239066,21.4585413761158,23.899941960737,16.549956438323
Japan,2020,-4.16876457146743,-0.024995834027731,2.809,84.56,62.2987403869629,-0.294194617750067,25.2240172261075,15.5331828643222,20.9756766472836
Kazakhstan,2020,-2.49999999628,6.71815454861458,4.89,71.195,62.2921373672319,1.4089156380377,28.8069153648376,30.5289067989681,12.742044005777
Kyrgyz Republic,2020,-7.14897757727955,6.32542296338078,5.945,71.8,45.3327840830343,2.04838545399769,25.0304913984711,29.5818778074207,18.372283013954
Cambodia,2020,-3.55572193406549,2.9402951426397,0.172,70.059,13.8767573747135,1.47062988552696,31.351227539335,59.9217979409609,5.42216584441989
"Korea, Rep.",2020,-0.700242317542106,0.537288023411737,3.931,83.4268292682927,96.8767700195312,0.137869266247028,31.5248657192138,34.6152001987888,16.9828462110022
Kuwait,2020,-4.81731593381585,2.101729548274,3.489,78.7609756097561,53.731878917367,-0.951064116715736,18.6506487501557,43.7131472290911,30.1778042041291
Lebanon,2020,-21.3998996914321,84.8643330472041,13.252,76.299,51.5677337643942,-1.60386258157574,8.09817736631194,16.3725868676481,9.13975488671309
Sri Lanka,2020,-4.62451503749502,6.15394508391738,5.364,76.928,20.1614879343022,0.530626559530355,32.8711231474519,15.4576399173458,10.3979083372906
Lithuania,2020,0.0428158336981426,1.19989444983569,8.487,75.0292682926829,73.5892868041992,-0.0256161303326233,16.5198227850463,72.4346855034597,18.3605454231444
Luxembourg,2020,-0.510051634039826,0.819957302127036,6.766,82.1439024390244,19.961389541626,1.66635867423273,17.9294900539992,204.436962289215,18.4796236594474
Latvia,2020,-3.46922750780554,0.219064904841985,8.098,75.1853658536585,94.5108337402344,-0.701211570733301,22.1554259223647,62.6592422617585,20.8896933172828
